Data Zone,Local Authority Code,Local Authority Name,Employment domain 2012 rank,Employment domain 2012 rate (%)
S01003928,270,Highland,984,23
S01003929,270,Highland,2298,15
S01003930,270,Highland,2501,14
S01003931,270,Highland,1713,18
S01003932,270,Highland,4932,6
S01003933,270,Highland,4156,8
S01003934,270,Highland,3661,10
S01003935,270,Highland,1637,19
S01003936,270,Highland,4035,8
S01003937,270,Highland,908,24
S01003938,270,Highland,4705,7
S01003939,270,Highland,3794,9
S01003940,270,Highland,1482,20
S01003941,270,Highland,4166,8
S01003942,270,Highland,2141,16
S01003943,270,Highland,2081,16
S01003944,270,Highland,3120,11
S01003945,270,Highland,5621,4
S01003946,270,Highland,3722,9
S01003947,270,Highland,3662,10
S01003948,270,Highland,4808,6
S01003949,270,Highland,3516,10
S01003950,270,Highland,4666,7
S01003951,270,Highland,4265,8
S01003952,270,Highland,4567,7
S01003953,270,Highland,3846,9
S01003954,270,Highland,3491,10
S01003955,270,Highland,4446,7
S01003956,270,Highland,4540,7
S01003957,270,Highland,3817,9
S01003958,270,Highland,3850,9
S01003959,270,Highland,3581,10
S01003960,270,Highland,2542,14
S01003961,270,Highland,3172,11
S01003962,270,Highland,2269,15
S01003963,270,Highland,5074,6
S01003964,270,Highland,4172,8
S01003965,270,Highland,4811,6
S01003966,270,Highland,2789,13
S01003967,270,Highland,3496,10
S01003968,270,Highland,2499,14
S01003969,270,Highland,2032,16
S01003970,270,Highland,4272,8
S01003971,270,Highland,1913,17
S01003972,270,Highland,2597,14
S01003973,270,Highland,4044,8
S01003974,270,Highland,3377,10
S01003975,270,Highland,4870,6
S01003976,270,Highland,933,24
S01003977,270,Highland,420,30
S01003978,270,Highland,1168,22
S01003979,270,Highland,3032,12
S01003980,270,Highland,5056,6
S01003981,270,Highland,2437,14
S01003982,270,Highland,3547,10
S01003983,270,Highland,4325,8
S01003984,270,Highland,898,24
S01003985,270,Highland,925,24
S01003986,270,Highland,2074,16
S01003987,270,Highland,4795,6
S01003988,270,Highland,3716,9
S01003989,270,Highland,3272,11
S01003990,270,Highland,3440,10
S01003991,270,Highland,4114,8
S01003992,270,Highland,3302,11
S01003993,270,Highland,4237,8
S01003994,270,Highland,3763,9
S01003995,270,Highland,4402,7
S01003996,270,Highland,4427,7
S01003997,270,Highland,1215,21
S01003998,270,Highland,3058,12
S01003999,270,Highland,3576,10
S01004000,270,Highland,2209,15
S01004001,270,Highland,2212,15
S01004002,270,Highland,2214,15
S01004003,270,Highland,2824,13
S01004004,270,Highland,2373,15
S01004005,270,Highland,3182,11
S01004006,270,Highland,4692,7
S01004007,270,Highland,1830,17
S01004008,270,Highland,3738,9
S01004009,270,Highland,5566,5
S01004010,270,Highland,4500,7
S01004011,280,Inverclyde,3843,9
S01004012,280,Inverclyde,4766,6
S01004013,280,Inverclyde,4215,8
S01004014,280,Inverclyde,5769,4
S01004015,280,Inverclyde,5096,6
S01004016,280,Inverclyde,3919,9
S01004017,280,Inverclyde,4637,7
S01004018,280,Inverclyde,4394,7
S01004019,280,Inverclyde,5835,4
S01004020,280,Inverclyde,3380,10
S01004021,280,Inverclyde,6203,3
S01004022,280,Inverclyde,3695,9
S01004023,280,Inverclyde,4091,8
S01004024,280,Inverclyde,2913,12
S01004025,280,Inverclyde,846,24
S01004026,280,Inverclyde,1442,20
S01004027,280,Inverclyde,858,24
S01004028,280,Inverclyde,558,27
S01004029,280,Inverclyde,1086,22
S01004030,280,Inverclyde,476,29
S01004031,280,Inverclyde,873,24
S01004032,280,Inverclyde,609,27
S01004033,280,Inverclyde,841,24
S01004034,280,Inverclyde,2751,13
S01004035,280,Inverclyde,2103,16
S01004036,280,Inverclyde,368,31
S01004037,280,Inverclyde,2707,13
S01004038,280,Inverclyde,1052,23
S01004039,280,Inverclyde,275,32
S01004040,280,Inverclyde,2668,13
S01004041,280,Inverclyde,509,28
S01004042,280,Inverclyde,11,50
S01004043,280,Inverclyde,3399,10
S01004044,280,Inverclyde,133,36
S01004045,280,Inverclyde,692,26
S01004046,280,Inverclyde,541,28
S01004047,280,Inverclyde,1032,23
S01004048,280,Inverclyde,1140,22
S01004049,280,Inverclyde,2535,14
S01004050,280,Inverclyde,256,33
S01004051,280,Inverclyde,140,36
S01004052,280,Inverclyde,277,32
S01004053,280,Inverclyde,670,26
S01004054,280,Inverclyde,1854,17
S01004055,280,Inverclyde,2241,15
S01004056,280,Inverclyde,1623,19
S01004057,280,Inverclyde,1162,22
S01004058,280,Inverclyde,492,28
S01004059,280,Inverclyde,443,29
S01004060,280,Inverclyde,209,34
S01004061,280,Inverclyde,252,33
S01004062,280,Inverclyde,2893,12
S01004063,280,Inverclyde,325,31
S01004064,280,Inverclyde,2607,14
S01004065,280,Inverclyde,295,32
S01004066,280,Inverclyde,1259,21
S01004067,280,Inverclyde,2479,14
S01004068,280,Inverclyde,79,39
S01004069,280,Inverclyde,854,24
S01004070,280,Inverclyde,663,26
S01004071,280,Inverclyde,473,29
S01004072,280,Inverclyde,2259,15
S01004073,280,Inverclyde,583,27
S01004074,280,Inverclyde,199,34
S01004075,280,Inverclyde,62,40
S01004076,280,Inverclyde,1192,22
S01004077,280,Inverclyde,2674,13
S01004078,280,Inverclyde,546,28
S01004079,280,Inverclyde,661,26
S01004080,280,Inverclyde,159,35
S01004081,280,Inverclyde,5304,5
S01004082,280,Inverclyde,5737,4
S01004083,280,Inverclyde,142,36
S01004084,280,Inverclyde,457,29
S01004085,280,Inverclyde,195,34
S01004086,280,Inverclyde,232,33
S01004087,280,Inverclyde,397,30
S01004088,280,Inverclyde,1514,20
S01004089,280,Inverclyde,985,23
S01004090,280,Inverclyde,291,32
S01004091,280,Inverclyde,2120,16
S01004092,280,Inverclyde,1070,22
S01004093,280,Inverclyde,330,31
S01004094,280,Inverclyde,974,23
S01004095,280,Inverclyde,3628,10
S01004096,280,Inverclyde,5561,5
S01004097,280,Inverclyde,998,23
S01004098,280,Inverclyde,2854,13
S01004099,280,Inverclyde,5289,5
S01004100,280,Inverclyde,1641,19
S01004101,280,Inverclyde,2283,15
S01004102,280,Inverclyde,3737,9
S01004103,280,Inverclyde,3204,11
S01004104,280,Inverclyde,5426,5
S01004105,280,Inverclyde,3295,11
S01004106,280,Inverclyde,3828,9
S01004107,280,Inverclyde,4586,7
S01004108,280,Inverclyde,4242,8
S01004109,280,Inverclyde,4719,6
S01004110,280,Inverclyde,4045,8
S01004111,280,Inverclyde,4441,7
S01004112,280,Inverclyde,3121,11
S01004113,280,Inverclyde,3693,9
S01004114,280,Inverclyde,2270,15
S01004115,280,Inverclyde,3765,9
S01004116,280,Inverclyde,5178,5
S01004117,280,Inverclyde,3871,9
S01004118,280,Inverclyde,1048,23
S01004119,280,Inverclyde,2667,13
S01004120,280,Inverclyde,5495,5
S01004121,290,Midlothian,4324,8
S01004122,290,Midlothian,5313,5
S01004123,290,Midlothian,4352,7
S01004124,290,Midlothian,5463,5
S01004125,290,Midlothian,4380,7
S01004126,290,Midlothian,2640,13
S01004127,290,Midlothian,5503,5
S01004128,290,Midlothian,5615,4
S01004129,290,Midlothian,4903,6
S01004130,290,Midlothian,3872,9
S01004131,290,Midlothian,905,24
S01004132,290,Midlothian,2404,14
S01004133,290,Midlothian,2621,14
S01004134,290,Midlothian,6399,2
S01004135,290,Midlothian,2181,16
S01004136,290,Midlothian,2149,16
S01004137,290,Midlothian,6008,3
S01004138,290,Midlothian,1677,19
S01004139,290,Midlothian,4003,8
S01004140,290,Midlothian,3125,11
S01004141,290,Midlothian,2275,15
S01004142,290,Midlothian,4515,7
S01004143,290,Midlothian,2784,13
S01004144,290,Midlothian,2958,12
S01004145,290,Midlothian,4165,8
S01004146,290,Midlothian,3587,10
S01004147,290,Midlothian,1358,21
S01004148,290,Midlothian,6000,3
S01004149,290,Midlothian,1149,22
S01004150,290,Midlothian,6086,3
S01004151,290,Midlothian,5079,6
S01004152,290,Midlothian,1944,17
S01004153,290,Midlothian,2153,16
S01004154,290,Midlothian,4511,7
S01004155,290,Midlothian,1201,22
S01004156,290,Midlothian,1571,19
S01004157,290,Midlothian,5735,4
S01004158,290,Midlothian,4662,7
S01004159,290,Midlothian,2142,16
S01004160,290,Midlothian,2865,12
S01004161,290,Midlothian,4656,7
S01004162,290,Midlothian,5497,5
S01004163,290,Midlothian,2197,15
S01004164,290,Midlothian,3700,9
S01004165,290,Midlothian,3987,8
S01004166,290,Midlothian,2384,15
S01004167,290,Midlothian,1862,17
S01004168,290,Midlothian,1941,17
S01004169,290,Midlothian,2011,16
S01004170,290,Midlothian,2196,15
S01004171,290,Midlothian,3789,9
S01004172,290,Midlothian,1480,20
S01004173,290,Midlothian,2041,16
S01004174,290,Midlothian,3645,10
S01004175,290,Midlothian,1508,20
S01004176,290,Midlothian,4819,6
S01004177,290,Midlothian,1878,17
S01004178,290,Midlothian,2926,12
S01004179,290,Midlothian,3474,10
S01004180,290,Midlothian,5872,4
S01004181,290,Midlothian,3149,11
S01004182,290,Midlothian,1206,22
S01004183,290,Midlothian,4544,7
S01004184,290,Midlothian,2160,16
S01004185,290,Midlothian,1313,21
S01004186,290,Midlothian,2086,16
S01004187,290,Midlothian,2369,15
S01004188,290,Midlothian,1227,21
S01004189,290,Midlothian,6412,2
S01004190,290,Midlothian,2618,14
S01004191,290,Midlothian,2595,14
S01004192,290,Midlothian,1659,19
S01004193,290,Midlothian,2332,15
S01004194,290,Midlothian,2060,16
S01004195,290,Midlothian,3255,11
S01004196,290,Midlothian,1547,19
S01004197,290,Midlothian,1939,17
S01004198,290,Midlothian,2220,15
S01004199,290,Midlothian,3178,11
S01004200,290,Midlothian,6184,3
S01004201,290,Midlothian,3014,12
S01004202,290,Midlothian,3771,9
S01004203,290,Midlothian,2628,13
S01004204,290,Midlothian,4311,8
S01004205,290,Midlothian,1327,21
S01004206,290,Midlothian,5434,5
S01004207,290,Midlothian,2448,14
S01004208,290,Midlothian,3681,9
S01004209,290,Midlothian,5943,4
S01004210,290,Midlothian,3183,11
S01004211,290,Midlothian,5577,5
S01004212,290,Midlothian,4226,8
S01004213,290,Midlothian,2291,15
S01004214,290,Midlothian,6237,3
S01004215,290,Midlothian,5724,4
S01004216,290,Midlothian,4541,7
S01004217,290,Midlothian,1925,17
S01004218,290,Midlothian,2323,15
S01004219,290,Midlothian,1368,20
S01004220,290,Midlothian,3835,9
S01004221,290,Midlothian,2037,16
S01004222,290,Midlothian,757,25
S01004223,290,Midlothian,612,27
S01004224,290,Midlothian,2174,16
S01004225,290,Midlothian,613,27
S01004226,290,Midlothian,1755,18
S01004227,290,Midlothian,3392,10
S01004228,290,Midlothian,3544,10
S01004229,290,Midlothian,3057,12
S01004230,290,Midlothian,2996,12
S01004231,290,Midlothian,2644,13
S01004232,290,Midlothian,4885,6
S01004233,300,Moray,4468,7
S01004234,300,Moray,4777,6
S01004235,300,Moray,4430,7
S01004236,300,Moray,3345,11
S01004237,300,Moray,4633,7
S01004238,300,Moray,4284,8
S01004239,300,Moray,4919,6
S01004240,300,Moray,5257,5
S01004241,300,Moray,4729,6
S01004242,300,Moray,3895,9
S01004243,300,Moray,4571,7
S01004244,300,Moray,2562,14
S01004245,300,Moray,4425,7
S01004246,300,Moray,4499,7
S01004247,300,Moray,3650,10
S01004248,300,Moray,2748,13
S01004249,300,Moray,3356,11
S01004250,300,Moray,4742,6
S01004251,300,Moray,4203,8
S01004252,300,Moray,4434,7
S01004253,300,Moray,4371,7
S01004254,300,Moray,5210,5
S01004255,300,Moray,3488,10
S01004256,300,Moray,3931,9
S01004257,300,Moray,5926,4
S01004258,300,Moray,5193,5
S01004259,300,Moray,4668,7
S01004260,300,Moray,5132,5
S01004261,300,Moray,2658,13
S01004262,300,Moray,4618,7
S01004263,300,Moray,2411,14
S01004264,300,Moray,3358,11
S01004265,300,Moray,2949,12
S01004266,300,Moray,1612,19
S01004267,300,Moray,5567,5
S01004268,300,Moray,3310,11
S01004269,300,Moray,3946,9
S01004270,300,Moray,843,24
S01004271,300,Moray,2284,15
S01004272,300,Moray,6010,3
S01004273,300,Moray,5932,4
S01004274,300,Moray,4224,8
S01004275,300,Moray,3735,9
S01004276,300,Moray,1224,21
S01004277,300,Moray,4701,7
S01004278,300,Moray,3436,10
S01004279,300,Moray,2424,14
S01004280,300,Moray,3452,10
S01004281,300,Moray,4563,7
S01004282,300,Moray,1708,18
S01004283,300,Moray,2394,14
S01004284,300,Moray,1779,18
S01004285,300,Moray,6262,3
S01004286,300,Moray,5403,5
S01004287,300,Moray,4085,8
S01004288,300,Moray,5159,5
S01004289,300,Moray,2714,13
S01004290,300,Moray,4193,8
S01004291,300,Moray,4740,6
S01004292,300,Moray,3810,9
S01004293,300,Moray,4092,8
S01004294,300,Moray,4624,7
S01004295,300,Moray,2756,13
S01004296,300,Moray,5811,4
S01004297,300,Moray,3387,10
S01004298,300,Moray,5442,5
S01004299,300,Moray,2585,14
S01004300,300,Moray,1296,21
S01004301,300,Moray,5214,5
S01004302,300,Moray,5379,5
S01004303,300,Moray,1421,20
S01004304,300,Moray,1743,18
S01004305,300,Moray,3464,10
S01004306,300,Moray,2603,14
S01004307,300,Moray,6468,1
S01004308,300,Moray,3505,10
S01004309,300,Moray,5799,4
S01004310,300,Moray,3008,12
S01004311,300,Moray,3163,11
S01004312,300,Moray,5392,5
S01004313,300,Moray,5596,4
S01004314,300,Moray,3449,10
S01004315,300,Moray,4372,7
S01004316,300,Moray,6346,2
S01004317,300,Moray,3997,8
S01004318,300,Moray,2556,14
S01004319,300,Moray,5471,5
S01004320,300,Moray,3191,11
S01004321,300,Moray,1515,20
S01004322,300,Moray,2457,14
S01004323,300,Moray,2848,13
S01004324,300,Moray,2286,15
S01004325,300,Moray,3990,8
S01004326,300,Moray,4120,8
S01004327,300,Moray,4711,6
S01004328,300,Moray,3419,10
S01004329,300,Moray,4377,7
S01004330,300,Moray,3382,10
S01004331,300,Moray,4176,8
S01004332,300,Moray,4979,6
S01004333,300,Moray,4001,8
S01004334,300,Moray,6451,1
S01004335,300,Moray,3749,9
S01004336,300,Moray,4036,8
S01004337,300,Moray,3782,9
S01004338,300,Moray,4106,8
S01004339,300,Moray,5912,4
S01004340,300,Moray,2633,13
S01004341,300,Moray,3062,12
S01004342,300,Moray,6161,3
S01004343,300,Moray,3045,12
S01004344,300,Moray,3359,11
S01004345,300,Moray,4076,8
S01004346,300,Moray,3647,10
S01004347,300,Moray,5907,4
S01004348,300,Moray,4287,8
S01004349,310,North Ayrshire,4068,8
S01004350,310,North Ayrshire,5326,5
S01004351,310,North Ayrshire,3320,11
S01004352,310,North Ayrshire,5568,5
S01004353,310,North Ayrshire,5552,5
S01004354,310,North Ayrshire,3347,11
S01004355,310,North Ayrshire,2983,12
S01004356,310,North Ayrshire,2151,16
S01004357,310,North Ayrshire,6009,3
S01004358,310,North Ayrshire,5031,6
S01004359,310,North Ayrshire,2295,15
S01004360,310,North Ayrshire,1719,18
S01004361,310,North Ayrshire,3140,11
S01004362,310,North Ayrshire,359,31
S01004363,310,North Ayrshire,36,44
S01004364,310,North Ayrshire,193,34
S01004365,310,North Ayrshire,912,24
S01004366,310,North Ayrshire,1850,17
S01004367,310,North Ayrshire,2187,16
S01004368,310,North Ayrshire,149,36
S01004369,310,North Ayrshire,2477,14
S01004370,310,North Ayrshire,4109,8
S01004371,310,North Ayrshire,1166,22
S01004372,310,North Ayrshire,5417,5
S01004373,310,North Ayrshire,575,27
S01004374,310,North Ayrshire,1263,21
S01004375,310,North Ayrshire,1452,20
S01004376,310,North Ayrshire,1262,21
S01004377,310,North Ayrshire,1312,21
S01004378,310,North Ayrshire,2238,15
S01004379,310,North Ayrshire,1300,21
S01004380,310,North Ayrshire,297,32
S01004381,310,North Ayrshire,1715,18
S01004382,310,North Ayrshire,840,24
S01004383,310,North Ayrshire,2735,13
S01004384,310,North Ayrshire,1555,19
S01004385,310,North Ayrshire,2474,14
S01004386,310,North Ayrshire,3784,9
S01004387,310,North Ayrshire,1745,18
S01004388,310,North Ayrshire,226,33
S01004389,310,North Ayrshire,3270,11
S01004390,310,North Ayrshire,909,24
S01004391,310,North Ayrshire,4842,6
S01004392,310,North Ayrshire,1517,20
S01004393,310,North Ayrshire,624,27
S01004394,310,North Ayrshire,362,31
S01004395,310,North Ayrshire,343,31
S01004396,310,North Ayrshire,1933,17
S01004397,310,North Ayrshire,4994,6
S01004398,310,North Ayrshire,3019,12
S01004399,310,North Ayrshire,211,34
S01004400,310,North Ayrshire,2930,12
S01004401,310,North Ayrshire,4514,7
S01004402,310,North Ayrshire,1022,23
S01004403,310,North Ayrshire,1762,18
S01004404,310,North Ayrshire,3864,9
S01004405,310,North Ayrshire,2325,15
S01004406,310,North Ayrshire,289,32
S01004407,310,North Ayrshire,267,32
S01004408,310,North Ayrshire,4052,8
S01004409,310,North Ayrshire,6240,3
S01004410,310,North Ayrshire,1073,22
S01004411,310,North Ayrshire,1057,23
S01004412,310,North Ayrshire,836,24
S01004413,310,North Ayrshire,225,33
S01004414,310,North Ayrshire,34,44
S01004415,310,North Ayrshire,416,30
S01004416,310,North Ayrshire,1684,18
S01004417,310,North Ayrshire,106,37
S01004418,310,North Ayrshire,1826,17
S01004419,310,North Ayrshire,1540,19
S01004420,310,North Ayrshire,3138,11
S01004421,310,North Ayrshire,14,49
S01004422,310,North Ayrshire,213,34
S01004423,310,North Ayrshire,1408,20
S01004424,310,North Ayrshire,153,36
S01004425,310,North Ayrshire,3623,10
S01004426,310,North Ayrshire,1905,17
S01004427,310,North Ayrshire,214,34
S01004428,310,North Ayrshire,962,23
S01004429,310,North Ayrshire,780,25
S01004430,310,North Ayrshire,1616,19
S01004431,310,North Ayrshire,42,43
S01004432,310,North Ayrshire,1518,20
S01004433,310,North Ayrshire,1998,16
S01004434,310,North Ayrshire,1539,19
S01004435,310,North Ayrshire,1565,19
S01004436,310,North Ayrshire,2027,16
S01004437,310,North Ayrshire,855,24
S01004438,310,North Ayrshire,968,23
S01004439,310,North Ayrshire,1131,22
S01004440,310,North Ayrshire,1392,20
S01004441,310,North Ayrshire,4330,8
S01004442,310,North Ayrshire,228,33
S01004443,310,North Ayrshire,688,26
S01004444,310,North Ayrshire,876,24
S01004445,310,North Ayrshire,1971,17
S01004446,310,North Ayrshire,1490,20
S01004447,310,North Ayrshire,970,23
S01004448,310,North Ayrshire,4117,8
S01004449,310,North Ayrshire,385,30
S01004450,310,North Ayrshire,182,35
S01004451,310,North Ayrshire,482,29
S01004452,310,North Ayrshire,3989,8
S01004453,310,North Ayrshire,5319,5
S01004454,310,North Ayrshire,1419,20
S01004455,310,North Ayrshire,3991,8
S01004456,310,North Ayrshire,4601,7
S01004457,310,North Ayrshire,1667,19
S01004458,310,North Ayrshire,674,26
S01004459,310,North Ayrshire,1921,17
S01004460,310,North Ayrshire,4955,6
S01004461,310,North Ayrshire,3534,10
S01004462,310,North Ayrshire,4590,7
S01004463,310,North Ayrshire,3181,11
S01004464,310,North Ayrshire,1581,19
S01004465,310,North Ayrshire,5151,5
S01004466,310,North Ayrshire,3868,9
S01004467,310,North Ayrshire,502,28
S01004468,310,North Ayrshire,4484,7
S01004469,310,North Ayrshire,824,24
S01004470,310,North Ayrshire,5427,5
S01004471,310,North Ayrshire,4843,6
S01004472,310,North Ayrshire,5317,5
S01004473,310,North Ayrshire,6104,3
S01004474,310,North Ayrshire,1280,21
S01004475,310,North Ayrshire,5184,5
S01004476,310,North Ayrshire,2697,13
S01004477,310,North Ayrshire,3571,10
S01004478,310,North Ayrshire,1016,23
S01004479,310,North Ayrshire,3531,10
S01004480,310,North Ayrshire,1021,23
S01004481,310,North Ayrshire,1819,18
S01004482,310,North Ayrshire,172,35
